@relation kin8nm

@attribute theta1 numeric
@attribute theta2 numeric
@attribute theta3 numeric
@attribute theta4 numeric
@attribute theta5 numeric
@attribute theta6 numeric
@attribute theta7 numeric
@attribute theta8 numeric
@attribute binaryClass {P,N}

@data
-1.069656,-0.142307,-1.534198,-0.389774,1.004284,-0.658178,1.509201,-0.690279,N
-1.513149,-1.000433,0.923732,-0.718506,-0.778141,-0.446514,-0.083201,0.383086,N
-0.29897,-0.480126,-0.595514,0.356494,0.23316,0.707489,-0.348018,1.397239,N
-1.38578,1.281709,0.317129,0.577917,1.155358,-0.158322,0.5029,-0.009486,N
0.969145,-0.213062,-1.294467,-0.759851,-0.089608,0.015009,1.361756,0.783353,N
-0.742964,0.481932,-0.571137,-0.237478,-1.214087,0.922293,0.523592,-0.603708,P
0.843054,0.798361,-1.535524,-1.46902,-0.507519,0.358407,0.402392,0.824498,P
0.625291,0.303083,0.634073,-0.04616,-0.447227,1.314878,-0.85069,-0.232296,P
0.632829,1.388442,0.589335,0.168968,1.28838,1.198127,-0.154053,0.804698,N
-1.481428,-0.202818,-0.480006,-0.153401,-1.198103,-0.684021,-0.499305,0.002116,N
-1.241589,-0.130028,0.153814,1.038124,1.084424,-1.246699,-0.622741,1.01306,N
-0.928286,1.172442,-0.386324,-0.650055,1.53849,1.148274,1.374545,-0.9279,P
-0.547326,1.168243,0.72034,0.989057,-1.045632,0.240462,-1.301488,-0.35607,N
-0.321489,-0.287403,-0.942696,0.906009,0.128356,1.354082,0.80603,0.269328,P
0.272224,1.379149,-0.83812,-0.01068,-0.994491,0.361338,0.403647,-0.445734,P
1.102906,0.692292,0.626167,-0.431184,-1.145639,0.312512,1.389382,1.247384,P
1.15083,-1.101866,-0.347118,0.745653,0.069427,-0.350876,-0.117521,0.939688,N
-0.786533,0.623514,-0.066217,0.369901,1.330783,-0.400128,0.891452,0.557252,N
0.570143,-0.956922,-0.789049,-0.292157,1.474455,1.204598,0.370181,0.644174,N
0.537793,-1.173814,-0.879517,0.033912,0.283921,1.258798,1.270311,0.699803,P
0.332077,0.913471,-0.85243,1.326064,-0.217888,1.12829,-0.150923,-0.52851,P
-1.400303,-0.264267,-1.131384,0.697528,1.057062,0.518988,-1.294503,-1.378865,N
-1.212951,0.675267,0.886589,-1.078993,0.33132,1.565547,-1.181491,0.937642,N
-0.265728,-1.361548,0.330236,-1.367139,-1.544121,1.307214,0.682274,0.727564,N
1.25229,-0.178809,-0.922432,0.105864,0.64914,1.189716,0.173773,1.094472,N
-1.440594,1.269588,0.443707,1.120958,-0.663033,-0.673556,-1.078457,0.761677,N
0.196402,0.260906,-0.751094,-0.19334,-0.370333,-1.304515,1.361277,-0.478889,N
-0.878647,-0.618445,-0.7156,-1.062072,-0.690514,0.191808,-1.237414,0.074544,N
1.212662,1.32616,-1.075436,0.284604,-0.43097,0.450866,0.130302,-0.63597,P
-1.440575,-0.832493,-1.274868,-1.299892,1.201103,0.180827,0.287644,-1.04824,N
0.515717,0.94521,-1.043279,-0.641558,-0.937655,1.240288,-0.483956,0.283978,P
0.004941,-0.893251,-1.167963,-0.713188,-0.94617,1.053956,-0.261477,0.734402,N
1.358179,0.806116,-1.28437,-1.369701,0.468551,1.53211,0.451584,-0.230763,P
0.096491,-1.302542,-0.527891,1.019389,-1.034743,-1.464925,-0.322048,1.430042,N
0.666866,-1.199065,-0.403772,-1.384012,0.923981,-0.338102,0.298987,1.529172,N
-1.179588,0.632408,-0.348673,-0.742269,0.448507,0.665817,-1.474141,-0.582766,N
1.259001,0.874806,-1.069517,-0.046038,1.370708,0.032417,-1.29304,0.933668,N
1.403639,0.217248,0.829009,-0.930431,0.18844,1.338686,1.417058,-0.103201,P
0.737309,0.759167,0.197906,1.094268,0.387702,-0.795005,0.086579,-0.346984,N
1.511625,1.308958,-0.734254,0.480354,0.445756,-0.452992,0.573138,-0.967886,N
-0.181481,-0.910692,-0.435408,-0.583115,-0.88305,-1.359544,0.61262,-0.085214,N
0.336829,-0.163073,-1.13796,1.347111,-0.54088,-1.053325,1.302745,0.378556,P
-0.057671,-1.292955,0.318818,-0.567218,1.200985,-0.355007,1.474684,0.673342,N
1.473924,-0.293433,-1.187107,1.493446,0.228105,-0.718417,0.98994,0.841836,N
0.780645,0.57968,0.551349,-0.982476,1.012126,-1.291447,0.050376,-0.995747,N
1.016704,0.597575,-1.178819,-0.259116,-0.925347,-0.084671,-1.564096,-0.261698,N
0.624215,-0.232693,-1.522528,-0.706899,-1.42619,0.08121,1.091097,-0.122672,N
1.399607,0.413843,-0.851632,0.64735,0.373578,1.449131,0.590428,-0.869893,P
-1.044443,-0.035039,-0.282845,0.676203,-1.311455,-1.227414,-0.968309,0.686226,N
1.268467,-1.423159,-0.547981,-1.342145,-0.216924,-1.454818,-0.920951,0.612544,P
0.27974,1.058341,1.229394,-0.794954,1.543574,-0.103124,0.20085,0.026986,N
-1.373742,-0.158856,0.166375,0.397383,-0.426514,0.954592,-1.520031,1.156713,N
-0.919845,0.462804,0.24202,-0.209907,0.693571,-0.289644,0.266149,0.696664,N
-0.054907,-0.231349,-0.726284,0.095472,1.545567,1.419424,-0.454195,0.115108,N
0.811948,1.010694,-1.561364,-0.752536,-1.482288,-0.997355,0.410817,-0.601661,P
-0.669917,0.140814,-0.117306,0.185335,0.022217,0.985135,-0.616043,0.666036,N
0.173543,1.048117,1.352164,-1.535177,-0.446716,0.975186,0.8469,0.577857,P
1.344872,0.787367,-0.469006,0.182668,0.456089,0.263556,-0.706934,1.376688,P
-0.496062,0.893692,-0.327629,0.756959,-0.006546,-0.068437,0.056444,0.170408,N
0.468125,0.330889,0.7585,-1.235385,-0.058041,-0.393365,-0.101852,-1.088119,P
1.231084,0.639929,-0.475425,-0.321068,1.547768,-1.379357,0.345807,-0.804674,N
0.295396,-1.533539,-1.403451,1.067417,0.945167,-1.043296,0.026194,0.400303,N
1.002568,-0.559168,-0.71961,-1.565082,1.535434,-1.446807,0.413038,-1.39326,N
-1.348848,-1.425909,0.640403,0.224048,1.000369,-0.561978,-0.983132,0.903736,N
-0.354054,-1.182214,0.16472,-1.197518,-0.599821,-1.533072,1.279031,-0.502499,N
-0.402368,1.109224,0.704298,1.495167,0.181429,1.006344,-1.241809,-0.893327,P
1.244725,0.522288,-0.380151,-0.334835,-1.208718,-0.704425,-1.481347,-0.481028,N
0.231314,0.47815,0.796596,-0.985907,-1.392191,1.393077,0.116144,-1.312624,P
1.538837,0.065891,-1.082643,-1.382679,0.033003,-0.845436,1.108092,-1.006224,N
-1.491506,-1.559719,0.127038,-0.321733,-1.384862,0.182971,0.337023,-0.41816,P
-0.973216,-0.752949,-1.148625,-0.679078,0.682879,-0.421787,0.052156,-0.271493,N
1.4269,-0.479767,0.153213,0.140431,0.909805,-1.541666,0.082525,-1.395659,N
-1.00389,1.02737,-1.05275,0.885824,0.959303,1.070388,1.559154,1.43254,P
1.123018,0.819668,-0.112687,0.044229,0.347874,1.257916,0.681953,-0.47524,P
-0.11955,0.281538,0.443511,-1.20614,0.208561,-1.117961,1.06239,-1.434853,N
1.337559,0.577343,-0.906432,1.097019,-0.734589,0.292778,-1.230534,-0.70689,P
-0.877962,-0.978222,-0.821,-0.406177,0.220244,0.993897,-0.478805,0.800111,N
0.15377,-1.029309,-0.677266,0.056678,0.844541,0.582677,1.488877,1.443624,N
-1.111231,1.160586,-0.818834,0.68174,0.488011,0.702939,0.772052,0.466994,P
0.316307,-0.17305,1.182125,0.619479,-0.691347,-1.241439,1.10359,1.068857,P
0.591299,0.661318,0.540266,0.34177,1.288684,-1.543537,0.0689,0.657652,N
1.103889,-0.190588,1.041562,1.302143,0.773471,1.04776,-1.245438,1.026073,P
-1.184838,1.209266,0.575595,0.776418,-0.17717,1.082349,0.363862,1.000881,P
0.992173,1.169491,1.059095,-0.915739,0.541988,1.218016,-1.248296,-1.42331,P
-0.117802,-1.303255,-0.050566,-0.162149,-1.418116,0.580284,-0.559647,-1.484203,P
-0.689923,-0.628599,1.515786,-1.481363,0.991327,1.328001,-0.05764,-0.759321,P
0.075737,0.30884,0.638167,-0.147382,1.369208,-1.307044,-1.141501,-0.764813,P
0.559241,0.76092,0.278879,-1.474339,0.105934,-1.472966,0.493712,1.17768,P
-0.477149,-0.635739,-0.13381,-1.478325,-0.852568,-0.386778,0.871861,1.239234,P
1.034566,-0.309692,0.431342,0.642417,-0.301093,-0.625927,0.978659,-0.960311,P
-0.773404,0.629191,-1.227887,-0.543439,0.640802,1.233804,-1.054352,1.561082,N
1.309561,0.205046,0.029602,-0.968443,0.573057,-1.111697,1.238199,-1.479313,N
-0.214098,-0.117763,1.145566,-0.022381,-0.755932,-1.24178,0.498108,-0.243662,N
-1.224846,-0.044926,-1.295987,0.836084,-0.346044,-0.99597,-0.647215,1.406331,N
0.863708,-1.084151,-0.998086,-0.28453,-0.874721,-0.86568,-1.552546,-1.139253,N
-0.967441,-0.086616,1.267832,-0.599626,1.225582,-0.762207,0.424672,0.578808,N
1.101335,-1.203138,-0.976583,0.309943,-1.071806,1.003839,-0.229396,-1.487433,N
-0.13124,1.295126,1.391569,0.443203,0.046692,1.176952,-0.726294,1.504011,P
-0.34796,-0.910582,-1.050682,0.203273,-0.637983,1.569433,1.398529,0.658074,N
1.480613,-1.450589,0.084236,1.501841,-0.31751,0.641083,-0.319167,-1.301297,P
0.105576,-1.288153,-1.111359,-1.251106,1.176628,-0.988194,-1.548566,0.878362,P
-0.589672,-1.279465,1.297072,-0.662409,-0.73648,1.032066,1.339059,0.284194,P
1.101383,0.231428,0.380897,0.702323,-0.142008,1.196217,-0.798505,1.231331,P
0.686164,0.320608,-0.838042,0.982373,0.884275,-1.375693,0.417992,1.302462,N
-0.430374,0.629117,-1.21058,-1.468042,-0.871515,0.856163,0.593615,-0.147039,N
-1.350162,-1.029972,-1.25687,0.696011,-1.453989,1.045049,-0.807358,1.155707,P
-0.448489,-0.56732,-0.146488,-1.437344,1.265116,-0.504799,-0.72099,-0.498379,N
-1.07094,-0.218762,0.978101,1.406148,0.507198,1.281987,-0.554976,-0.774638,P
-1.103545,-1.071982,-1.013696,-1.068585,1.331123,1.304017,-0.087715,-0.572914,N
0.680717,0.232773,-0.337151,0.772954,0.899228,0.866489,-0.825625,0.018261,N
-0.878012,0.933367,0.935101,0.557314,-0.881436,-1.342877,0.141643,-0.970018,P
-0.693531,1.134677,-1.153799,-1.457968,1.450778,-0.533378,-0.736177,-1.362231,N
-0.871581,1.053767,1.14786,0.35904,1.329677,-1.525986,-1.338629,0.917136,P
0.583316,1.50733,-0.444949,-0.620869,-1.406193,0.713992,-1.394839,-1.486804,P
-1.112061,-0.107427,-1.267668,1.426505,0.32219,-0.825397,-0.501294,-0.490893,N
-1.069366,0.890269,0.589944,-1.362855,-1.063975,0.833869,0.500057,-0.621256,N
0.220962,-0.661943,0.32401,-0.156602,-0.276976,0.183341,0.70133,1.204171,N
0.349657,-0.902525,1.255329,0.648978,0.69753,-0.487025,-0.000015,0.359281,P
-1.239375,-1.121101,-0.618364,-0.228646,-1.034564,1.555494,-0.251884,0.293921,N
-1.423302,0.924324,-0.448701,-0.683554,0.796737,-1.13895,1.448681,1.340897,N
-1.343908,-0.0669,-1.488993,0.316034,1.295954,-0.602495,0.63233,-1.330024,N
0.983066,0.304118,0.420705,-0.843856,0.432284,-0.788185,-0.443833,-1.287215,N
0.755618,-0.066337,-0.940741,-1.530331,-1.103152,1.064065,-1.363337,-1.216936,P
1.358802,0.332872,0.593826,-0.058543,1.009022,-1.349328,1.170607,-1.272907,N
1.144536,-0.59216,-0.409417,-0.614772,0.314831,1.006298,-1.409227,0.49058,N
0.237004,0.127806,-0.982039,0.221887,0.926063,-1.477449,-0.407125,-1.499416,N
-0.208954,-0.810271,0.798965,0.190286,0.893441,-0.328702,-0.163456,1.172226,N
0.41216,0.574997,1.029722,-0.005932,-0.744406,1.569413,-1.449444,0.66652,P
-0.038542,0.441943,-0.492731,0.826302,-1.406603,0.308171,-0.90174,-0.720658,P
-0.611626,1.00679,-0.089122,-1.328118,-0.283165,-1.056214,-0.505871,-1.263048,P
-0.313473,0.492598,0.673961,-0.661044,0.357625,1.358595,-1.01941,-0.306415,N
-0.081495,0.993544,-1.316918,-1.487206,0.739946,0.810473,1.024202,-0.839457,P
0.046496,0.922579,-0.917344,-0.957871,-1.286419,-0.333923,0.981056,0.141999,P
-0.794181,-1.110469,1.132063,-1.41551,-0.40186,-1.366145,1.527975,-1.032905,N
0.821718,0.550238,1.103467,0.797177,0.362079,1.094989,1.288477,0.413065,P
0.173063,-1.000635,1.14772,-0.735778,0.199566,0.034718,0.427041,-0.538324,P
-0.446179,-0.718323,0.343347,-0.91431,-1.110649,-0.833358,-1.261771,0.179867,P
0.051247,0.289293,-0.465867,-1.285648,0.668285,-1.026451,-0.833472,0.818711,P
0.507832,-1.039911,-0.970164,-0.016496,0.680483,-1.075421,0.203998,-0.100502,N
-0.576816,-1.107037,-0.685782,-0.786145,1.488078,-1.021422,1.121386,1.033778,N
0.402647,-1.454859,0.571005,0.806369,-0.100337,-1.384079,0.718741,-1.434588,P
0.292073,-0.792428,-0.686353,-0.182645,0.679423,1.281415,0.450284,0.601394,N
-1.438582,-1.124799,0.385998,-0.379176,-0.632848,1.120707,-0.178159,1.125302,N
-0.552719,-1.531226,0.082492,1.480789,1.150951,-1.26716,-0.382841,0.557779,N
0.14424,0.613767,0.993746,-0.069195,1.243441,-0.305463,-0.421989,0.080031,N
-1.063689,-1.404194,1.175259,-0.567033,0.641975,-0.550036,1.342059,0.481155,P
1.391413,-0.650971,1.376583,1.466445,1.438209,1.247413,-0.645319,0.313393,P
-0.540394,1.302491,1.538988,0.743242,0.558874,1.417591,-1.090273,-1.249143,P
-0.049437,0.35046,1.043638,0.696523,-0.367802,-0.385263,0.685659,0.916224,P
-1.507124,-0.303232,0.906273,0.881055,1.01237,-0.29627,0.509511,-1.104697,P
0.422238,-0.755709,1.281008,1.557781,0.040904,0.016866,-0.627356,0.163204,P
-0.300768,0.251939,0.560003,-0.407873,-0.542332,0.718054,-0.78606,0.360626,N
-0.18824,-0.534329,-0.245726,-0.158522,-1.221126,1.479056,-0.913784,0.910491,P
-0.166888,1.338283,1.274638,-0.204306,0.557292,-0.927818,1.270681,-0.075075,N
0.555406,-1.281775,0.32059,-0.004083,1.315824,1.021309,-0.206744,1.127015,N
1.040857,-0.895135,0.325981,0.48939,1.383913,-0.525835,-0.148356,1.072599,N
1.295305,0.551064,-0.179826,0.490264,-0.935074,-0.413849,0.997468,0.713136,P
-1.041439,0.322931,-0.121269,-0.53598,-1.549599,-0.070858,0.90474,0.496681,P
1.482703,-1.178789,0.731644,-1.274818,-0.31075,-0.252107,0.660163,0.512943,P
0.682593,-1.026922,0.538807,-0.209107,-1.446126,0.851362,-0.742695,0.510099,P
-0.753864,0.427611,-1.488217,0.976294,1.464492,-1.117002,-0.925123,-0.169529,N
-0.142458,-1.110719,0.892296,0.040647,-0.659985,0.704324,-0.797498,0.151914,N
-0.397795,-0.514337,-1.13699,1.429402,0.588996,0.051601,-1.51437,-0.903722,N
-0.438082,1.195479,0.911178,0.205897,0.092886,0.179461,1.160731,0.749256,P
1.054303,-1.214925,-1.096152,-1.516357,-0.239341,0.266538,-0.885519,1.249087,N
1.079475,1.116417,-0.726677,-0.809725,-1.371712,-0.198693,-1.20065,1.282176,N
0.03194,-1.115534,1.253276,0.336562,-1.34852,0.085044,-0.871021,1.352598,P
-0.403166,0.253385,-0.5732,-1.406942,-1.130626,-0.08771,0.576026,0.541252,P
0.402972,-1.359167,1.486497,0.28953,1.061954,-0.727718,-1.117628,-1.23308,P
-0.519315,-0.999708,-1.524791,-0.199842,0.865125,-0.538599,-0.386625,0.710588,N
-0.783246,-0.859155,-1.192116,-0.386318,0.862289,-1.300429,-1.194389,-1.474819,N
-0.734827,-1.054965,1.187361,0.825549,0.332545,-0.255328,0.681331,-0.117064,P
-0.634061,0.350193,0.583915,-1.413321,0.196435,0.110421,0.031163,-0.850814,N
-0.380024,1.49177,-0.47964,-0.0993,-0.324991,-0.829654,-0.889117,0.890885,N
-0.207405,-0.879442,0.025165,-0.743836,1.111859,1.542003,1.170777,0.275581,P
1.316791,0.405503,-1.172033,-1.25501,0.823399,1.453121,1.445674,0.984985,P
-1.220371,1.181824,-0.565765,-0.297569,0.150258,-0.131057,0.36946,-1.551377,N
0.685498,-1.376947,0.782423,0.165721,-0.457966,-0.418038,-1.417655,1.232511,P
0.941292,-1.372352,-0.529409,-1.312669,-0.140494,-1.362189,-0.686766,-0.845363,P
-0.761523,0.451702,-0.788283,1.375966,1.198147,-1.51654,-0.266392,1.400778,P
-0.075337,-1.473007,-0.579397,0.599325,-0.35197,-0.7454,-0.480731,-0.21241,N
-0.12317,-1.075763,1.010527,0.903521,0.065949,0.729416,0.524754,-1.128207,P
0.193839,-0.474815,0.469255,-0.980889,-0.579991,0.806907,1.083483,0.885142,N
0.013659,-0.564251,1.374747,1.278932,0.460473,-0.573029,1.432097,1.136239,P
0.224732,1.106278,-1.043989,0.236554,1.421756,1.216599,1.516119,-0.965598,P
0.877536,1.260415,-0.535242,-1.497736,0.498976,-1.249889,-0.041286,0.66927,P
-1.028847,0.027186,-1.439299,1.128915,1.372932,0.941689,0.405709,1.526166,N
-0.513057,1.382961,-0.036468,-1.552285,-0.137243,-0.380896,1.500422,-0.827958,N
0.730824,-1.224323,-0.307577,-1.461671,-0.720693,0.842345,0.019376,-1.373227,N
-0.664994,0.237654,-1.522319,0.953421,1.29118,1.270625,-1.081447,1.453728,N
1.235974,1.289013,-0.478008,-1.111621,-1.268436,-1.15923,1.368154,0.633299,P
0.805867,0.013667,-0.829378,0.042905,0.24269,0.975156,1.24789,0.147986,P
0.803464,0.372231,-0.116613,-1.468998,1.106463,-0.242131,0.008876,-0.938844,N
1.257965,1.176588,0.446229,0.322108,1.239929,-1.129317,1.522875,1.075965,N
-0.30818,-1.417375,0.792072,0.712435,1.30527,1.068539,0.411118,0.739173,P
0.911837,0.875972,1.422977,1.280786,-0.06343,-1.559255,1.302595,1.419086,P
0.558116,0.9528,-0.972159,-0.024752,-1.074323,0.766978,-1.045707,-0.392328,P
-0.541715,1.019399,0.354084,-1.317072,-1.417597,0.646797,-1.132479,0.340305,P
-0.274209,-1.212418,0.912652,-0.359652,0.280915,0.79952,1.337274,-1.341746,P
0.080549,-0.735284,-1.448127,-0.242992,-0.477733,0.946802,0.610756,-0.373611,N
-0.241551,1.114917,-0.756409,0.101567,0.64605,0.726181,1.392776,0.770241,P
-0.807507,-1.18405,1.052467,1.144534,0.817682,-0.166555,0.375945,-1.070477,P
-0.089069,-1.473827,-1.489095,0.212196,1.460986,-0.137594,0.761078,0.390541,N
1.56525,0.845286,-1.29202,0.665577,0.102249,-0.331862,-1.12326,1.033772,N
-0.547793,0.435944,-0.283471,-0.862604,0.055154,-1.275587,-0.791797,-1.549435,P
1.259558,0.708925,1.50131,0.658944,0.205838,-0.561893,0.052722,-0.69611,P
1.343437,-1.165326,-0.753546,0.763943,0.621362,-0.113649,0.168888,-0.233311,N
0.513967,-0.951591,-1.085683,-0.092992,0.584036,-0.009931,-1.501816,-0.556752,N
-1.144059,0.465795,-0.702592,-1.551816,1.562726,-0.405187,-1.460627,1.475634,P
1.497373,-0.237562,0.775502,0.126609,1.023908,0.991317,-0.358137,1.240292,P
-0.949714,0.258043,-0.609951,1.059128,-0.821137,1.204817,0.076314,1.113236,P
0.584018,1.523098,-0.429463,0.491436,0.162639,-1.344387,0.840556,-1.177177,N
1.254082,1.017854,1.388867,0.318845,0.29027,-0.78089,-0.512382,0.936608,P
0.414896,1.100912,0.658466,-0.732439,-0.329065,1.160433,-0.496662,-0.949242,P
-1.178052,-0.94716,-0.996078,-1.343728,-1.391185,0.383978,-0.193063,-0.899295,N
-1.204287,-0.464539,0.45648,0.874583,1.231955,0.695203,0.453188,-0.248447,P
0.833353,-0.656558,0.290903,-0.397085,-0.763697,0.688246,1.505465,-0.469082,P
0.944329,-1.500533,0.883714,-1.066032,1.09787,0.001111,-0.031853,1.538672,P
0.019179,1.241169,-0.868577,-0.303977,1.323127,-0.170279,-1.289868,-1.132725,N
-1.246104,0.143739,0.80665,-0.708067,-1.545506,0.104968,1.321098,0.35128,P
-1.416465,-0.064941,1.39246,-0.132976,-0.637532,-1.369912,-1.090572,0.905486,P
0.469794,-1.336931,1.35369,-1.250054,0.970092,0.618891,-1.188034,0.627913,P
1.004008,-1.13199,0.057595,1.313403,-0.526002,-0.117434,0.677625,0.718703,P
0.861838,0.134158,0.395942,1.536973,-0.068,-0.786019,0.572682,-0.181339,P
-0.976792,-0.877216,0.698994,-1.411974,0.660264,-0.219784,-0.771168,-0.41139,N
1.021289,0.126314,-1.563592,0.546136,0.959383,0.597149,1.19636,0.417883,N
-0.852428,-0.749803,0.127338,-0.82349,-1.443731,-1.099509,1.032335,-1.248979,P
-1.093815,-1.003816,0.737239,1.455393,0.88022,-0.592503,-0.564166,0.532905,N
0.854357,-0.792014,0.33446,0.350877,0.10051,0.645745,-0.607287,-0.150636,N
-1.03657,-0.452247,0.966197,0.42678,-0.897713,-1.162449,0.364229,0.388958,N
-1.496082,-1.404727,-0.027629,0.639398,1.215052,0.287373,-1.364184,-0.431842,N
0.6584,-0.1853,0.59463,-1.019505,1.031773,1.253782,-0.503056,-0.889659,N
1.038473,-1.019911,0.540791,-0.573036,-0.591765,-1.489506,-0.843722,1.490694,P
-1.07948,-1.117611,0.438325,1.113652,0.491173,1.218402,0.707454,-0.110205,P
-0.116348,-0.099249,-0.098846,-0.460467,-0.959246,0.777859,-0.748908,1.325599,P
-1.385112,0.105187,0.60521,-1.318637,0.6024,1.306872,1.467457,-0.830341,P
-0.381204,-0.842323,-0.717896,-1.537324,-0.824395,-1.426315,-1.087821,-0.592995,P
-1.19569,-0.902701,1.180499,-1.345533,-1.181476,1.414386,1.061594,-1.329415,P
0.814894,-0.941045,1.491633,-1.186456,0.938843,-0.84554,1.097975,-0.473635,P
-1.423091,-1.358301,-0.027022,-1.083229,-1.092857,-1.567617,-0.057428,0.412994,P
-0.949828,0.997917,1.366117,-0.30212,1.25115,-1.54955,-0.720719,1.418212,P
-1.324519,-0.978878,1.565357,-0.914593,1.405657,0.521308,0.8566,0.62499,P
0.130243,0.518796,1.256077,0.255637,0.101289,-0.28283,-1.049798,-1.271451,P
-0.690708,1.482717,-0.621109,-1.203457,-0.375151,-0.295716,-0.775405,-0.160376,N
-0.54719,0.903165,0.526837,-0.919469,0.006692,-0.097281,-0.907555,0.043207,N
-1.17686,-0.673761,1.536802,-0.024402,-0.630604,-1.371103,-0.836416,0.466507,P
-0.011485,1.539379,-1.140477,1.421429,1.177357,-0.542267,0.979744,-0.832468,N
-1.393783,1.331128,-1.14262,1.29003,-1.055221,-0.123551,1.464667,1.371528,P
1.539969,0.990987,0.543526,1.403245,-0.811576,0.076197,-0.866572,1.411763,N
-1.324362,-1.198658,-0.707749,0.404258,0.644067,-1.129646,-0.047779,-0.951035,N
-0.369251,1.196505,-1.070349,-0.896365,-1.086511,-1.311923,1.233019,0.377071,P
-1.357862,0.331569,-0.593544,-1.272745,1.094487,1.356649,1.409674,0.846519,N
-1.060173,-0.503519,-1.135901,0.081419,1.015443,-0.487497,-1.503982,-0.833673,N
0.789389,0.811283,0.371389,-1.318863,1.410815,-0.085599,-0.164042,-0.046935,N
0.308322,0.728328,-0.412028,0.954407,-1.174144,0.190521,1.266039,-0.300091,P
1.484684,1.366464,-0.885771,-0.25566,-1.490447,0.809648,0.30834,-1.37592,N
-0.595154,1.11909,0.855837,0.814412,1.121524,1.510462,-1.361444,0.178371,N
0.072846,-0.174121,-1.295163,-0.093449,-0.100044,-0.878948,-1.570304,0.79369,N
-0.893337,1.518528,0.297941,0.203432,-0.68722,-0.702411,0.415773,0.341075,N
-0.637771,-0.394536,-0.205241,1.025754,1.537146,0.681304,0.987332,-0.953235,P
0.090413,0.943332,-0.024445,-1.214624,1.487233,-0.432332,0.19127,1.107166,N
-0.955736,-1.030529,0.697211,-0.118979,1.420407,0.308319,0.820966,0.489485,P
-0.087008,-0.502643,-0.109706,1.521656,-0.19025,1.434894,0.097179,-1.062279,P
-1.500291,-0.1843,0.288717,-1.228655,0.608124,1.402833,-0.346809,-0.046803,N
-0.970956,0.076267,-1.291058,-0.320135,1.132504,-0.243755,-1.17071,-1.223396,N
-1.424514,0.044052,0.174987,1.03167,-0.916389,-0.159829,-0.328404,0.103092,N
0.270668,-1.035919,0.477646,0.83703,1.474814,-0.178017,0.285974,-1.493668,P
0.090116,0.023546,1.026503,-0.091271,0.026927,-1.142198,-0.274263,0.396442,N
0.338595,-0.102031,-1.193938,-0.889989,0.16742,1.352242,-0.819173,-0.309465,N
1.347552,0.469977,-1.16816,-0.922812,-1.045172,0.852166,-1.379692,1.298501,P
0.565951,0.931053,-1.447109,0.333934,-1.567981,-0.165811,-0.385136,-0.739087,P
-0.802465,-0.064345,0.645732,1.536511,-1.376718,-0.195342,-1.296312,0.02962,N
-0.178998,-0.732244,-1.379112,0.241237,-0.661489,-0.141823,-0.167397,1.454234,N
1.229662,-1.214379,-0.061309,-1.325041,0.446472,0.841956,1.420399,-0.273737,N
1.532709,0.868639,0.015683,0.791776,-1.410464,1.017433,-0.322677,-1.40896,P
-0.812834,0.22631,-0.311291,-0.405525,0.796377,0.311817,-0.844948,0.934057,N
1.479719,-0.872352,-1.121758,-1.537749,1.518821,0.531332,-1.036029,0.154071,N
0.794163,0.188191,-0.693506,0.933916,1.383882,-1.453752,1.315365,0.806056,N
-1.134001,-0.656564,-0.443492,0.924222,-1.451948,-1.045948,-0.046788,0.828342,N
0.890532,1.542981,1.22555,1.37259,1.003314,1.11274,-0.960091,1.553419,P
0.62463,-0.971257,1.540275,0.409487,-1.363445,-0.079417,-1.03362,-1.466111,P
-1.041871,-0.200675,0.681905,-0.976267,-0.638967,0.415776,0.948592,-1.421613,P
0.5079,1.331885,0.253542,0.418692,-1.15203,1.043538,-0.595475,-1.23677,P
0.574851,1.149608,1.287087,-0.207454,-0.534369,-0.765711,0.960824,1.528001,P
1.125202,0.664391,-0.944653,0.480947,0.677205,-1.3349,0.776765,-1.402358,N
-1.111303,1.199239,0.818493,-0.048896,-0.202669,-1.554666,-1.364907,-1.199456,P
