@relation elevators

@attribute climbRate numeric
@attribute Sgz numeric
@attribute p numeric
@attribute q numeric
@attribute curRoll numeric
@attribute absRoll numeric
@attribute diffClb numeric
@attribute diffRollRate numeric
@attribute diffDiffClb numeric
@attribute SaTime1 numeric
@attribute SaTime2 numeric
@attribute SaTime3 numeric
@attribute SaTime4 numeric
@attribute diffSaTime1 numeric
@attribute diffSaTime2 numeric
@attribute diffSaTime3 numeric
@attribute diffSaTime4 numeric
@attribute Sa numeric
@attribute binaryClass {P,N}

@data
-199,8,-0.05,0.03,-1.2,-11,2,0.01,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
131,5,0.4,-0.04,-0.4,-10,8,0.008,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
-279,4,-0.09,0.11,1.4,-9,-10,-0.012,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-64,-21,-0.44,-0.02,-0.8,-11,6,0.002,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
122,-18,0.34,0.03,-1.6,-12,3,0.012,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
139,-17,0.41,0.1,-1.4,-11,2,0.01,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,N
-123,-15,0.57,0.22,-0.5,-10,-26,0.007,1.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,N
-214,-16,0.6,0.24,-0.3,-10,-23,0.006,0.3,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,-0.0001,0,-0.0005,N
-425,-21,0.57,0.34,0.4,-10,-27,-0.008,-2.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-670,-44,0.33,0.05,1.4,-9,-4,-0.014,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-628,-57,0.15,-0.28,1.7,-8,20,-0.018,4.3,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
-326,-68,-0.03,-0.19,1.8,-8,21,-0.011,0.6,-0.0007,-0.0007,-0.0007,-0.0007,-0.0001,0,0,0,-0.0007,P
589,-62,-0.2,-0.24,1.3,-9,29,0.002,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
875,-44,-0.16,-0.11,1,-9,8,0.004,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
973,-25,-0.13,0.09,0.9,-9,-4,0.001,-2.3,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,-0.0002,0,-0.0006,P
943,-13,-0.18,0.24,0.8,-9,-6,-0.01,-2.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,N
452,11,-0.35,0.33,0.3,-10,-39,-0.009,1.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,N
-214,15,-0.29,0.34,-0.5,-10,-33,0.006,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-509,9,-0.26,-0.02,-0.7,-11,-22,-0.001,4.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-427,-21,0.26,0.01,-0.9,-11,4,0.017,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
-253,-30,0.54,-0.12,-0.2,-10,20,0.017,-0.3,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0,-0.0001,0,-0.0003,P
293,-25,0.02,-0.05,2.1,-8,7,-0.02,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0001,0,0,0,-0.0008,P
316,14,-0.09,0.02,0.8,-9,1,0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,N
189,21,-0.01,0.2,0.7,-9,-25,0.002,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,N
-461,16,-0.03,0.28,0.7,-9,-28,-0.002,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-732,1,0.01,0.14,0.7,-9,-9,0.003,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
-788,-18,0.08,-0.09,0.7,-9,13,0.006,1.7,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,P
-547,-43,0.07,-0.08,0.9,-9,11,-0.003,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
555,-46,0.13,-0.24,1.3,-9,28,0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
737,-24,0.07,-0.02,1.5,-9,-4,-0.006,2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,N
70,1,-0.28,0.29,1.2,-9,-31,-0.012,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
23,-3,-0.32,-0.03,-0.2,-10,7,0.008,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
105,4,0.07,0.04,-0.8,-11,1,0.008,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
-468,-7,0.05,0.17,0.1,-10,-16,-0.009,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-512,-25,-0.04,0.02,0.1,-10,3,-0.004,-0.9,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
345,-37,-0.09,-0.12,-0.4,-10,16,-0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
507,-24,-0.1,-0.03,-0.5,-10,4,-0.002,0.9,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,N
229,-8,-0.14,0.24,-0.8,-11,-20,-0.003,-0.3,-0.0006,-0.0006,-0.0006,-0.0007,0.0001,0,0.0001,0,-0.0007,N
-147,-6,-0.04,0.26,-0.9,-11,-27,0.007,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
107,-17,0.37,-0.09,-0.2,-10,13,0.008,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
-176,-13,0.07,0.11,1.5,-8,-11,-0.013,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-215,-19,-0.12,0.03,1.5,-9,5,-0.011,-1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
66,-23,-0.44,-0.1,0.8,-9,14,-0.013,0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0001,0,0,0,-0.0008,P
213,-20,-0.44,-0.1,0.2,-10,11,0.009,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
39,-9,-0.12,0.14,-0.8,-11,-13,0.01,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,N
-192,-11,0.13,0.18,-0.8,-11,-17,0.016,0.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
-261,-16,0.32,-0.35,-0.5,-10,22,0.016,7.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,P
342,-12,0.28,-0.12,0.8,-9,16,-0.006,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-30,9,-0.49,0.14,0.3,-10,-12,-0.013,0,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
150,8,-0.38,-0.09,-1.4,-11,15,0.016,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
264,13,-0.2,0.16,-1.7,-12,-2,0.014,-2.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,N
-111,18,0.32,0.2,-1.6,-11,-17,0.018,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,P
-502,3,0.4,0.17,-0.5,-10,-15,-0.003,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-497,-25,0.26,0,0.6,-9,4,-0.007,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
507,-30,-0.15,-0.16,1,-9,20,-0.008,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
348,7,-0.27,0.11,-0.2,-10,-7,0.007,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
28,16,-0.07,0.16,-0.7,-11,-14,0.007,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
-369,1,0.15,0.12,0.1,-10,-10,-0.005,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
10,-42,-0.17,0,-0.5,-10,4,-0.001,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
164,-40,-0.16,-0.09,-0.7,-11,19,0.001,-0.7,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
501,-15,0.19,-0.02,-0.7,-11,6,0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,N
280,1,0.33,0.2,-0.2,-10,-18,0.006,0.6,-0.0007,-0.0005,-0.0005,-0.0005,-0.0003,0,0,0,-0.0005,N
-236,2,0.01,0.27,0.4,-10,-26,-0.018,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
-415,-13,-0.3,0.03,0,-10,-2,-0.013,-0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0001,0,0,0,-0.0008,P
-55,-25,-0.14,-0.14,-0.7,-11,18,0.01,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
211,-22,0.07,-0.09,-0.8,-11,13,0.011,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
-280,-15,-0.01,0.12,0.4,-10,-10,-0.006,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-106,-37,-0.04,-0.01,0.2,-10,4,0,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
209,-36,-0.01,-0.13,0.2,-10,16,0.001,0.3,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,P
338,-33,0.04,-0.04,0.2,-10,14,0.006,-1.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
555,-6,0.2,-0.02,0.6,-9,5,0.003,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,N
-107,14,-0.22,0.25,0.7,-9,-25,-0.014,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
-112,2,-0.56,-0.02,-0.7,-11,7,-0.008,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
16,0,-0.43,0.01,-2,-12,6,0.012,-0.4,-0.0005,-0.0005,-0.0005,-0.0006,0,0,0,0,-0.0006,P
188,3,0.02,-0.04,-2.4,-12,9,0.023,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,N
-336,4,0.54,0.22,-1.1,-11,-20,0.007,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
-472,-5,0.62,-0.03,-0.4,-10,5,0.006,2.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
-340,-26,0.58,-0.02,1.5,-8,4,-0.006,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-38,-35,0.13,-0.09,2.6,-7,12,-0.022,0,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
158,-33,-0.44,-0.07,2.4,-8,9,-0.03,0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,P
176,-32,-0.5,-0.07,2.3,-8,9,-0.029,0,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,P
194,-32,-0.55,-0.07,2.2,-8,9,-0.028,-0.2,-0.0008,-0.0009,-0.0009,-0.001,0.0001,0,0.0001,0,-0.001,P
240,-26,-0.62,0.07,1.3,-9,-5,0.003,-1.1,-0.0005,-0.0005,-0.0005,-0.0006,0,0,0,0,-0.0006,P
247,-18,-0.36,0.02,0.3,-10,2,0.016,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
84,-11,-0.02,0.15,-0.2,-10,-11,0.015,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
-361,-20,0.3,0.15,0.5,-10,-13,0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
-447,-25,0.36,-0.08,0.7,-9,-6,0.007,3.6,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
-510,-45,0.14,0.07,1.5,-9,-5,-0.013,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-448,-60,-0.06,-0.03,1.5,-8,8,-0.011,-1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-210,-73,-0.37,-0.09,1.1,-9,12,-0.014,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
415,-64,-0.07,-0.07,-0.5,-10,12,0.008,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
45,-42,0.05,0.18,-0.4,-10,-16,-0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
535,-22,0.37,-0.08,0.7,-9,11,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,P
432,7,-0.12,0.09,1.3,-9,-8,-0.019,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
-56,16,-0.52,0.28,0.5,-9,-26,-0.015,-0.4,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
-160,16,-0.57,0.28,0.3,-10,-27,-0.014,-0.2,-0.0007,-0.0008,-0.0008,-0.0009,0.0001,0,0.0001,0,-0.0009,N
-332,13,-0.59,0.32,-0.1,-10,-32,0.002,-0.8,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-539,-1,-0.39,0.07,-0.9,-11,7,0.018,-1.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
-115,-31,0.58,-0.04,0,-10,7,0.008,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
5,-33,0.6,-0.02,1.3,-9,5,-0.003,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
310,-26,0.06,-0.09,2.5,-7,11,-0.021,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
438,-17,-0.36,-0.05,2.4,-8,6,-0.035,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,P
451,-15,-0.42,-0.06,2.3,-8,6,-0.034,0.2,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0,0,0,-0.0011,P
564,-2,-0.58,-0.06,1.4,-9,10,-0.001,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
614,9,-0.57,0.13,0.9,-9,-6,0.001,-2.8,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
402,35,-0.31,0.11,-0.6,-10,-8,0.011,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,N
-57,43,-0.06,0.29,-1,-11,-25,0.013,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
-261,40,0.06,0.08,-1,-11,-23,0.013,2.7,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
-293,40,0.08,-0.11,-1,-11,-15,0.013,4.8,-0.0005,-0.0004,-0.0004,-0.0004,-0.0002,0,0,0,-0.0004,P
116,31,0.04,-0.03,-0.2,-10,7,-0.009,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,N
-172,33,-0.23,0.22,-0.4,-10,-19,-0.01,-0.6,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
-624,14,-0.21,0.18,-1.1,-11,-15,0.007,-0.2,-0.0005,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
109,-29,0.38,-0.06,0.7,-9,9,-0.004,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-150,-27,-0.15,0.14,1.1,-9,-14,-0.019,0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
44,-33,-0.42,-0.15,0.4,-10,17,-0.007,0.5,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
219,-31,-0.41,-0.1,-0.2,-10,15,0.007,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
448,9,0.37,0.04,-0.4,-10,0,0.012,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
31,27,-0.03,0.15,0.6,-9,-14,-0.013,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
33,26,-0.35,0.01,0.3,-10,9,-0.024,-2,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,P
396,34,-0.13,-0.15,-0.6,-10,19,0.02,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,P
580,48,0.16,-0.06,-0.5,-10,6,0.016,1.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,N
322,66,0.4,0.23,0.2,-10,-28,0.009,2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
48,69,0.41,0.15,0.7,-9,-17,-0.007,1.6,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-647,42,-0.32,0.15,0.9,-9,-14,-0.013,0,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0,0.0001,0,-0.0008,P
-618,11,-0.14,-0.02,0.2,-10,6,0.009,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
-377,-6,0.04,-0.11,0.2,-10,16,0.009,-0.8,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0,-0.0002,0,-0.0005,P
42,-12,0.07,-0.16,0.3,-10,20,0.001,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
195,-7,0.06,0.04,0.4,-10,-8,-0.002,0.8,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-282,-9,-0.05,0.12,0.4,-10,-11,-0.003,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
327,-16,-0.02,-0.05,0.1,-10,9,0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
420,-1,-0.01,0.02,0.1,-10,3,0,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,N
-472,5,-0.07,0.25,-0.1,-10,-24,-0.002,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
451,-17,0.09,-0.1,0.1,-10,14,0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-219,12,-0.04,0.13,0.4,-10,-11,-0.003,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
264,7,0.01,0.03,0.3,-10,1,-0.004,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-224,9,0.04,0.07,-1.1,-11,-4,0.006,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
14,-9,-0.45,0.04,-0.9,-11,1,-0.002,0,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,P
-209,-18,0.25,0.08,-0.3,-10,-6,-0.004,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-258,-27,-0.03,0.05,0.1,-10,-2,-0.014,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
281,-31,-0.02,-0.11,-0.6,-11,16,0.009,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
23,-11,0.22,0.14,0.4,-10,-12,-0.004,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-74,-16,-0.35,0.04,0.2,-10,-2,-0.009,0,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0,0,0,-0.0008,P
-160,-21,-0.31,0.08,-0.8,-11,-5,0.004,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-39,-28,0.14,0,-1.1,-11,5,0.014,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
-17,-28,0.2,-0.01,-1.1,-11,5,0.014,0,-0.0005,-0.0005,-0.0005,-0.0004,-0.0001,0,-0.0001,0,-0.0004,P
265,-20,0.21,-0.03,-0.1,-10,7,-0.004,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-184,-8,-0.17,0.08,-0.2,-10,-6,0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
242,-8,0.08,-0.04,-0.4,-10,8,0.002,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-232,1,0.01,0.08,0.4,-10,-6,-0.002,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
174,-7,-0.02,-0.04,0.4,-10,7,-0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
239,4,-0.03,0.03,0.4,-10,1,-0.002,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-123,14,-0.06,0.09,-0.1,-10,-6,0,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
40,-3,0.04,0.03,0.3,-10,1,-0.002,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-139,-5,-0.01,0.08,0.4,-10,-6,-0.002,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-19,-31,-0.01,0.03,0,-10,1,0,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
335,-17,0.04,-0.03,0.2,-10,7,0,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-143,6,-0.04,0.09,0.2,-10,-7,-0.001,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
95,-2,0.01,0.04,0.2,-10,0,-0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-181,-5,-0.03,0.09,0.2,-10,-7,-0.001,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-216,-13,-0.03,0.03,0.1,-10,0,0,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
308,-12,0.04,-0.08,0.2,-10,12,0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
371,20,0.04,0.03,0.3,-10,1,0.002,0,-0.0006,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,P
-388,21,-0.07,0.1,0.1,-10,-7,0,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-424,-5,-0.04,0.04,-0.2,-10,0,0.001,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
339,-14,0.09,-0.08,0.1,-10,12,0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
421,-9,0.1,0.13,0.2,-10,5,-0.001,-3.5,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-10,16,-0.01,0.1,0.5,-9,-8,-0.003,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
129,17,-0.15,-0.02,0,-10,6,0.002,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
154,25,-0.1,0.04,-0.4,-10,-2,0.002,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-344,21,-0.03,0.15,-0.7,-11,-14,0.005,0.1,-0.0005,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-599,-17,0.28,0.09,0.2,-10,-6,0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-223,-50,0.25,-0.09,1.3,-9,11,-0.005,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
277,-48,-0.07,-0.11,1.8,-8,14,-0.014,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
361,-45,-0.15,-0.05,1.7,-8,14,-0.014,-0.6,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
473,-24,-0.49,0.01,0.8,-9,3,-0.009,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
426,-3,-0.64,0.07,-0.8,-11,-4,-0.004,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
227,18,-0.29,0.1,-2.8,-13,-5,0.016,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
135,30,0.53,0.08,-2.3,-12,-3,0.017,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,P
-352,4,-0.52,0.15,-1,-11,-9,0.021,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,N
-141,-18,0.34,0.01,-1.2,-11,5,0.012,-0.1,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,N
-78,-22,0.46,0.03,-0.3,-10,2,0.003,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,N
-11,-23,0.5,-0.02,0.7,-9,7,-0.002,-0.4,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,N
-92,-25,0.14,0.09,1.9,-8,-6,-0.012,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,N
146,-26,-0.33,-0.06,1.5,-8,8,-0.011,-0.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,N
195,-23,-0.42,0.18,1.1,-9,-3,-0.01,-2.4,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,N
29,-18,-0.4,0.14,0.2,-10,-9,0.005,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,N
-222,-28,0.12,0.11,-0.9,-11,-6,0.01,-0.2,-0.0009,-0.0008,-0.0008,-0.0007,-0.0002,0,-0.0002,0,-0.0007,N
-202,-44,0.01,0.04,-0.6,-11,1,-0.005,-0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,N
